input_bytes,n,build_s,hull_s,inmem_hull_s,count,throughput_gb_s
1073741824,33554432,0.085914646,1.88658206,0.03175385,24,0.530059107
4294967296,134217728,0.346338997,1.07330575,0.113352515,30,3.72680385
17179869184,536870912,1.26572322,2.03837158,0.700733474,29,7.84940302
68719476736,2147483648,4.89161582,5.93918873,,30,10.7758825
274877906944,8589934592,19.5325646,22.8258648,,30,11.2153472
549755813888,17179869184,39.4026366,45.8526689,,34,11.1661984
1099511627776,34359738368,89.3464484,70.3966462,,33,14.5461475
2199023255552,68719476736,190.17235,138.812002,,33,14.7537675
