input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.130599867,0.179309739,0.410690668,1,5.57694192
4294967296,4294967296,16,0.484569019,0.550490669,2.77716122,2,7.26624487
17179869184,17179869184,16,1.47026442,2.13826863,10.9326936,6,7.4826894
68719476736,68719476736,16,4.96668788,8.32773997,,14,7.6851583
274877906944,274877906944,16,22.2154388,33.4765829,,51,7.64713652
