input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.127093325,0.145259468,0.065029993,1,6.88423284
4294967296,4294967296,16,0.456515672,0.421881376,0.260357162,2,9.48133819
17179869184,17179869184,16,1.75184851,1.50332243,1.04043846,6,10.6430927
68719476736,68719476736,16,6.67071535,5.80843685,4.16586976,14,11.018455
274877906944,274877906944,16,21.367103,23.3279284,,51,10.9739706
