input_bytes,n,peter_sort_s,direct_sort_s,prim_sort_s,inmem_sort_s,peter_build_s,direct_build_s,prim_build_s,peter_gb_s,direct_gb_s,prim_gb_s
1073741824,134217728,0.736461127,0.722562183,0.922220433,0.202290419,0.044075323,0.086650569,0.085339527,1.35784492,1.38396393,1.08433945
4294967296,536870912,1.3506654,1.26490534,1.51438807,0.768358273,0.171977431,0.165878253,0.17132117,2.96150328,3.16229196,2.64133089
17179869184,2147483648,4.35452801,4.15403144,4.49811476,3.64381844,0.648945012,0.498616858,0.499572615,3.67433622,3.85168004,3.55704575
68719476736,8589934592,16.1010514,15.693497,21.4930077,15.6339869,2.65544796,4.81362935,4.79751877,3.97489571,4.07812229,2.97771261
274877906944,34359738368,66.3381638,65.837839,61.4005483,,11.1659543,20.8791863,6.38524574,3.85901547,3.88834147,4.16934387
