input_bytes,n,time_s,inmem_time_s,count,throughput_gb_s
1073741824,1073741824,0.205355135,0.128271958,54400028,1.97371151
4294967296,4294967296,0.611669556,0.479030205,203280221,2.47610112
17179869184,17179869184,2.31184904,3.05976862,762939111,2.45878482
68719476736,68719476736,8.6752677,,2874398515,2.46861982
274877906944,274877906944,35.8842257,,10866266172,2.25614432
