input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.128682807,0.174769093,0.123797555,1,5.7218355
4294967296,4294967296,16,0.532349786,0.426240366,0.371502863,2,9.38437633
17179869184,17179869184,16,1.81778793,1.41805951,1.35433642,6,11.2830244
68719476736,68719476736,16,5.21977542,5.41651481,5.32643781,14,11.8157159
274877906944,274877906944,16,24.539685,21.5807366,,51,11.8624311
