input_bytes,n,build_s,add_s,inmem_add_s,result_limbs,throughput_gb_s
1073741824,67108864,0.066175273,0.107108212,0.043862392,67108865,9.33635229
4294967296,268435456,0.335227398,0.318740421,0.096922971,268435456,12.5493967
17179869184,1073741824,1.29402823,1.14323315,0.366656169,1073741824,13.9953955
68719476736,4294967296,4.60874486,4.39837224,1.45576263,4294967296,14.5508376
274877906944,17179869184,20.19178,16.6770063,,17179869185,15.3504769
