input_bytes,n,build_s,hull_s,inmem_hull_s,count,throughput_gb_s
1073741824,33554432,0.093583079,0.199651165,0.027042916,24,5.00873611
4294967296,134217728,0.361198932,1.00664071,0.112406727,30,3.9736124
17179869184,536870912,1.29351373,1.96518994,0.701330881,29,8.14170663
68719476736,2147483648,4.82415457,5.8584808,,30,10.9243338
274877906944,8589934592,21.642384,22.6799141,,30,11.2875207
