input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.1434313,0.144174686,0.066501652,1,6.93603037
4294967296,4294967296,16,0.517073957,0.336125939,0.261131835,2,11.9003015
17179869184,17179869184,16,1.4548328,1.0691978,1.04822879,6,14.9644903
68719476736,68719476736,16,6.55649402,4.01934357,4.22260263,14,15.9229981
274877906944,274877906944,16,24.3680121,15.994383,,51,16.005619
