input_bytes,n,build_s,add_s,inmem_add_s,result_limbs,throughput_gb_s
1073741824,67108864,0.066871653,0.121083648,0.042845333,67108865,8.25875349
4294967296,268435456,0.312680248,0.322239749,0.09784016,268435456,12.4131179
17179869184,1073741824,1.23223052,1.13787046,0.369898292,1073741824,14.0613546
68719476736,4294967296,4.65196968,4.41100454,1.46169493,4294967296,14.5091667
274877906944,17179869184,18.1270993,16.3314914,,17179869185,15.6752371
