input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.125394745,0.147231276,0.121324835,1,6.79203514
4294967296,4294967296,16,0.510777601,0.4169785,0.371179787,2,9.59282073
17179869184,17179869184,16,1.47820579,1.41661044,1.36230398,6,11.2945659
68719476736,68719476736,16,5.17916368,5.43246264,5.35595185,14,11.781029
274877906944,274877906944,16,21.5796351,21.6913812,,51,11.8019225
