input_bytes,n,build_s,add_s,inmem_add_s,result_limbs,throughput_gb_s
1073741824,67108864,0.079778086,0.103802807,0.044767722,67108865,9.63365085
4294967296,268435456,0.340959265,0.32588114,0.099208695,268435456,12.2744139
17179869184,1073741824,1.30477388,1.15030216,0.369099421,1073741824,13.9093888
68719476736,4294967296,4.7389969,4.33006064,1.45909154,4294967296,14.7803935
274877906944,17179869184,19.328518,16.8740388,,17179869185,15.1712345
