input_bytes,case,n,m,build_s,op_s,inmem_op_s,reachable,throughput_gb_s,fast_op_s,fast_reachable,fast_throughput_gb_s
67108864,sparse,1048576,2094728,0.092566272,,0.053187317,,,0.175419859,517472,0.355876236
268435456,sparse,4194304,8384090,0.271862054,,0.155288736,,,0.359187001,1997300,0.695641414
1073741824,sparse,16777216,33546118,0.88792137,,0.660095613,,,1.02848406,7706362,0.972063898
4294967296,sparse,67108864,134201278,3.18155956,,2.82434536,,,3.501839,29749094,1.14211697
17179869184,sparse,268435456,536839076,9.00097469,,12.0876367,,,14.1264842,114898837,1.13255719
68719476736,sparse,1073741824,2147422320,40.6660225,,67.6394293,,,74.9735216,443979859,0.853610327
