input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.129228822,0.171050727,0.126448973,1,5.84621894
4294967296,4294967296,16,0.538106645,0.445423446,0.386693858,2,8.98021879
17179869184,17179869184,16,1.49442635,1.46399427,1.40787304,6,10.9290045
68719476736,68719476736,16,6.73781192,5.56714078,5.44832359,14,11.4960269
274877906944,274877906944,16,23.0510734,21.9793967,21.7188955,51,11.6472715
549755813888,549755813888,16,48.6928509,43.8883274,,99,11.665972
1099511627776,1099511627776,16,95.1526988,87.6602025,,209,11.6814697
2199023255552,2199023255552,16,249.915773,175.631063,,453,11.6608074
