input_bytes,n,build_s,hull_s,inmem_hull_s,count,throughput_gb_s
1073741824,33554432,0.092297778,0.343341403,0.032355094,24,2.9125529
4294967296,134217728,0.329687708,2.01695113,0.122597802,30,1.98319133
17179869184,536870912,1.13257135,13.274905,0.686724183,29,1.2052817
68719476736,2147483648,4.47924156,43.7506431,,30,1.46283564
274877906944,8589934592,18.7483393,196.575449,,30,1.30229894
549755813888,17179869184,38.8231817,229.788208,,34,2.2281387
1099511627776,34359738368,82.0742245,327.432895,,33,3.12735835
