input_bytes,n,build_s,hull_s,inmem_hull_s,count,throughput_gb_s
1073741824,33554432,0.105483118,0.198585389,0.027235202,24,5.0356172
4294967296,134217728,0.436115918,1.24083181,0.11310552,30,3.223644
17179869184,536870912,1.4829517,4.17704531,0.694190108,29,3.83045881
68719476736,2147483648,5.42487674,12.721515,,30,5.03084736
