input_bytes,n,build_s,sort_s,inmem_sort_s,throughput_gb_s
1073741824,134217728,0.106861295,0.970639366,0.150543037,1.03024876
4294967296,536870912,0.424518314,2.19411988,0.610588312,1.82305445
17179869184,2147483648,1.54453523,7.32208591,4.32164192,2.18516966
68719476736,8589934592,5.23295279,26.9268726,47.7876814,2.37680777
