input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.145543928,0.129910217,0.067112075,1,7.69762397
4294967296,4294967296,16,0.541312073,0.336701382,0.265173362,2,11.8799631
17179869184,17179869184,16,1.70082424,1.12699626,1.05502841,6,14.1970302
68719476736,68719476736,16,6.37034918,4.31211884,4.23175452,14,14.8418915
137438953472,137438953472,16,11.9838522,8.56786108,8.45883316,31,14.9395513
