input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.140454388,0.153095707,0.126957891,1,6.5318618
4294967296,4294967296,16,0.558251344,0.422331646,0.391203859,2,9.47122963
17179869184,17179869184,16,1.68161897,1.45853459,1.38929103,6,10.9699147
68719476736,68719476736,16,6.5331336,5.60216782,5.41985537,14,11.424149
137438953472,137438953472,16,11.7655388,11.1574522,10.8422801,31,11.4721531
