input_bytes,case,n,m,build_s,op_s,inmem_op_s,reachable,throughput_gb_s,fast_op_s,fast_reachable,fast_throughput_gb_s
67108864,sparse,1048576,2094728,0.815906965,,0.052691268,,,0.176435071,517472,0.353828515
268435456,sparse,4194304,8384090,0.947659747,,0.156146559,,,0.37283634,1997300,0.670174353
1073741824,sparse,16777216,33546118,1.42845461,,0.660977048,,,1.03485031,7706362,0.966083901
4294967296,sparse,67108864,134201278,3.29206498,,2.8277432,,,3.56201882,29749094,1.12282106
17179869184,sparse,268435456,536839076,10.3818368,,12.1765934,,,14.1435388,114898837,1.13119152
68719476736,sparse,1073741824,2147422320,57.8607838,,79.032217,,,86.7734842,443979859,0.737531435
274877906944,sparse,4294967296,8589817764,143.563065,,,,,361.043231,1716445402,0.709046718
