input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.20528048,0.364231334,0.424128812,1,2.74550789
4294967296,4294967296,16,0.703077386,1.25439113,2.87999587,2,3.18879805
17179869184,17179869184,16,2.64302556,4.86828775,11.5963291,6,3.28657648
68719476736,68719476736,16,10.8473382,20.3707102,,14,3.14176577
274877906944,274877906944,16,48.9480836,42.9364592,,51,5.96229882
