input_bytes,n,time_s,inmem_time_s,count,throughput_gb_s
1073741824,1073741824,0.361233579,0.130795049,54400028,1.12202136
4294967296,4294967296,1.38111063,0.470569007,203280221,1.09662155
17179869184,17179869184,5.82643673,3.07498189,762939111,0.975611613
68719476736,68719476736,20.7580707,,2874398515,1.03169211
274877906944,274877906944,95.0524038,,10866266172,0.851740605
