input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.196905016,0.312382059,0.069417749,1,3.20120817
4294967296,4294967296,16,0.695792997,1.0930124,0.278555149,2,3.6596108
17179869184,17179869184,16,2.74916737,4.18397313,1.11290815,6,3.82411634
68719476736,68719476736,16,11.2621544,17.2747546,4.46358917,14,3.70482831
274877906944,274877906944,16,47.8713317,29.4692478,,51,8.68702186
