example,policy,input_bytes,n,build_s,add_s,inmem_add_s,result_limbs,throughput_gb_s,eager_add_s,eager_result_limbs,eager_throughput_gb_s
bigint_add,random,549755813888,34359738368,38.8734576,23.253065,,34359738369,22.0186027,47.9952589,34359738369,10.6677203
bigint_add,random,1099511627776,68719476736,49.2898343,46.1542199,,68719476736,22.186487,97.1709679,68719476736,10.538127
bigint_add,random,2199023255552,137438953472,101.857824,93.7165285,,137438953472,21.8531356,194.399879,137438953472,10.534986
bigint_add,round_robin,549755813888,34359738368,37.9721741,23.1895843,,34359738369,22.0788779,48.5309662,34359738369,10.5499651
bigint_add,round_robin,1099511627776,68719476736,49.7413379,45.859307,,68719476736,22.3291643,96.9431782,68719476736,10.5628887
bigint_add,round_robin,2199023255552,137438953472,111.515415,91.6311784,,137438953472,22.3504711,194.780515,137438953472,10.5143988
bigint_add,blocked,549755813888,34359738368,50.1028522,43.4701482,,34359738369,11.7781977,89.772146,34359738369,5.70332807
