input_bytes,n,build_s,fit_s,inmem_fit_s,offset,slope,throughput_gb_s
1073741824,67108864,0.056984742,0.020195783,0.017479584,1,1,49.5152874
4294967296,268435456,0.171854271,0.064706414,0.060585666,1,1,61.8176739
17179869184,1073741824,0.60120576,0.246581592,0.229234562,1,1,64.8872443
68719476736,4294967296,2.328637,0.946284734,0.911165915,1,1,67.6329203
137438953472,8589934592,4.66191741,1.88450889,1.81707449,1,1,67.9222053
