input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.074446449,0.095379762,0.067044987,1,10.4844044
4294967296,4294967296,16,0.247775809,0.283522345,0.265466746,2,14.1082355
17179869184,17179869184,16,1.02364088,1.03937877,1.06157377,6,15.3938106
68719476736,68719476736,16,3.98161804,4.06453554,4.23360331,14,15.7459566
137438953472,137438953472,16,7.97741574,8.10135992,8.48508056,31,15.7998165
