input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.076152006,0.116389739,0.133670231,1,8.59182269
4294967296,4294967296,16,0.267452253,0.367345684,0.389849767,2,10.8889261
17179869184,17179869184,16,1.03180832,1.37165558,1.40099053,6,11.6647358
68719476736,68719476736,16,4.07069769,5.39442736,5.42586536,14,11.8640953
137438953472,137438953472,16,8.12558744,10.7656626,10.845969,31,11.8896537
