policy,input_bytes,n,build_s,add_s,inmem_add_s,result_limbs,throughput_gb_s,eager_add_s,eager_result_limbs,eager_throughput_gb_s
random,8796093022208,549755813888,463.436046,368.659218,,549755813889,22.2210638,,,
