input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.140602743,0.131525986,0.068909357,1,7.60306028
4294967296,4294967296,16,0.546704709,0.332050809,0.271234136,2,12.0463492
17179869184,17179869184,16,1.79740201,1.08190346,1.08805352,6,14.7887501
68719476736,68719476736,16,6.13435265,4.0937715,4.33439731,14,15.6335057
274877906944,274877906944,16,28.0176011,16.1958738,,51,15.8064951
1099511627776,1099511627776,16,96.5676037,64.9353483,,209,15.7695312
