input_bytes,n,m,build_s,search_s,inmem_search_s,count,throughput_gb_s
1073741824,1073741824,16,0.128130712,0.157599836,0.130148781,1,6.34518427
4294967296,4294967296,16,0.522228142,0.426464188,0.38868631,2,9.37945111
17179869184,17179869184,16,1.79886838,1.44257082,1.39918545,6,11.0913099
68719476736,68719476736,16,5.26566217,5.52156864,5.41538669,14,11.5909091
274877906944,274877906944,16,23.0757562,21.869682,,51,11.7057029
1099511627776,1099511627776,16,96.1927761,87.5015726,,209,11.7026468
